,rospy+AF8-node+AF8-type,log+AF8-severity,date+AF8-time,node+AF8-name,node+AF8-log
0,rospy.client,INFO,+ACI-2023+AC0-11+AC0-11 15:00:26,606+ACI-,+ACI-init+AF8-node,+ACI-,+ACI-name+AFs-/CommandServer+AF0-, pid+AFs-26727+AF0-+ACI-
4674,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:43,194+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:46060/
4675,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:43,195+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:46949/
4676,rospy.core,INFO,+ACI-2023+AC0-12+AC0-11 17:10:43,781+ACI-,signal+AF8-shutdown,+AFs-atexit+AF0-
4677,rospy.client,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,847+ACI-,+ACI-init+AF8-node,+ACI-,+ACI-name+AFs-/CommandServer+AF0-, pid+AFs-12664+AF0-+ACI-
4678,xmlrpc,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,848+ACI-,XML+AC0-RPC,server binding to 0.0.0.0:0
4679,xmlrpc,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,848+ACI-,Started,XML+AC0-RPC server +AFs-http://192.168.50.94:44319/+AF0-
4680,rospy.init,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,848+ACI-,ROS,Slave URI: +AFs-http://192.168.50.94:44319/+AF0-
4681,rospy.impl.masterslave,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,848+ACI-,+AF8-ready:,http://192.168.50.94:44319/
4682,rospy.registration,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,854+ACI-,Registering,with master node http://021708CP00107.local:11311
4683,xmlrpc,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,854+ACI-,xml,rpc node: starting XML+AC0-RPC server
4684,rospy.init,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,948+ACI-,registered,with master
4685,rospy.rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,948+ACI-,initializing,/rosout core topic
4686,rospy.rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,956+ACI-,connected,to core topic /rosout
4687,rospy.simtime,INFO,+ACI-2023+AC0-12+AC0-11 17:10:45,961+ACI-,/use+AF8-sim+AF8-time,+ACI-is not set, will not subscribe to simulated time +AFs-/clock+AF0- topic+ACI-
4688,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,015+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 0+ACI-
4689,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,024+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 0+ACI-
4690,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,044+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46918/+AF0-, count 0+ACI-
4691,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,046+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 0+ACI-
4692,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,048+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 1+ACI-
4693,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,075+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46918/+AF0-, count 0+ACI-
4694,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,139+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46918/+AF0-, count 0+ACI-
4695,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,140+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46918/+AF0-, count 0+ACI-
4696,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,173+ACI-,topic+AFs-/robot/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 0+ACI-
4697,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,195+ACI-,Robot,Enabled
4698,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,248+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,+ACI-adding connection to +AFs-/end+AF8-effector+AF8-io+AF0-, count 0+ACI-
4699,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,249+ACI-,topic+AFs-/rosout+AF0-,+ACI-adding connection to +AFs-/rosout+AF0-, count 0+ACI-
4700,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,347+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
4701,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,348+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
4702,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,349+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
4703,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:10:46,449+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
4704,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:10:54,448+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Started Executing Gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg-+ACI-
4705,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:10:56,555+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Successfully executed gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg- command+ACI-
4706,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:11,585+ACI-,Command,+ACI-Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Started Executing guarded move to joint position, timeout +AD0- 5.0+ACI-
4707,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:16,592+ACI-,Command,Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Successfully executed guarded move to joint position
4708,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:16,602+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Querying desired pose in base frame of sawyer
4709,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:16,626+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:46803/+AF0-, count 0+ACI-
4710,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:16,630+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:56483/+AF0-, count 0+ACI-
4711,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:16,633+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:42565/+AF0-, count 2+ACI-
4712,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:16,634+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:46803/+AF0-, count 0+ACI-
4713,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:16,636+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46060/+AF0-, count 1+ACI-
4714,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:16,636+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46949/+AF0-, count 1+ACI-
4715,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:21,626+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4716,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:22,630+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4717,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:23,636+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4718,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:24,641+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4719,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,648+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4720,rospy.core,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,908+ACI-,signal+AF8-shutdown,+AFs-signal+AC0-2+AF0-
4721,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,919+ACI-,topic+AFs-/rosout+AF0-,removing connection to /rosout
4722,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,919+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,removing connection to /realtime+AF8-loop
4723,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,919+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,removing connection to /realtime+AF8-loop
4724,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,919+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,removing connection to /realtime+AF8-loop
4725,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,919+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,removing connection to /end+AF8-effector+AF8-io
4726,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,920+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,removing connection to /realtime+AF8-loop
4727,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,920+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,removing connection to http://021708CP00107.local:36877/
4728,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,920+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,removing connection to http://021708CP00107.local:36877/
4729,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,920+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,removing connection to http://021708CP00107.local:36877/
4730,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,920+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:46918/
4731,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,921+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:36877/
4732,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,921+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,removing connection to http://021708CP00107.local:46918/
4733,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,921+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,removing connection to http://021708CP00107.local:46918/
4734,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,921+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,removing connection to http://021708CP00107.local:46918/
4735,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,921+ACI-,topic+AFs-/robot/state+AF0-,removing connection to http://021708CP00107.local:36877/
4736,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,921+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:46803/
4737,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,922+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:46803/
4738,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,922+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:56483/
4739,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,923+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:42565/
4740,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,923+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:46803/
4741,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,923+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:46803/
4742,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,923+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:46060/
4743,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:25,924+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:46949/
4744,rospy.core,INFO,+ACI-2023+AC0-12+AC0-11 17:11:26,135+ACI-,signal+AF8-shutdown,+AFs-signal+AC0-2+AF0-
4745,rospy.core,INFO,+ACI-2023+AC0-12+AC0-11 17:11:26,308+ACI-,signal+AF8-shutdown,+AFs-signal+AC0-2+AF0-
4746,rospy.core,INFO,+ACI-2023+AC0-12+AC0-11 17:11:26,479+ACI-,signal+AF8-shutdown,+AFs-signal+AC0-2+AF0-
4747,rospy.core,INFO,+ACI-2023+AC0-12+AC0-11 17:11:26,509+ACI-,signal+AF8-shutdown,+AFs-atexit+AF0-
4748,rospy.client,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,173+ACI-,+ACI-init+AF8-node,+ACI-,+ACI-name+AFs-/CommandServer+AF0-, pid+AFs-12851+AF0-+ACI-
4749,xmlrpc,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,173+ACI-,XML+AC0-RPC,server binding to 0.0.0.0:0
4750,xmlrpc,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,173+ACI-,Started,XML+AC0-RPC server +AFs-http://192.168.50.94:42089/+AF0-
4751,rospy.impl.masterslave,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,174+ACI-,+AF8-ready:,http://192.168.50.94:42089/
4752,rospy.init,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,174+ACI-,ROS,Slave URI: +AFs-http://192.168.50.94:42089/+AF0-
4753,rospy.registration,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,177+ACI-,Registering,with master node http://021708CP00107.local:11311
4754,xmlrpc,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,177+ACI-,xml,rpc node: starting XML+AC0-RPC server
4755,rospy.init,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,274+ACI-,registered,with master
4756,rospy.rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,274+ACI-,initializing,/rosout core topic
4757,rospy.rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,282+ACI-,connected,to core topic /rosout
4758,rospy.simtime,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,285+ACI-,/use+AF8-sim+AF8-time,+ACI-is not set, will not subscribe to simulated time +AFs-/clock+AF0- topic+ACI-
4759,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,333+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 0+ACI-
4760,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,344+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 0+ACI-
4761,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,356+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 0+ACI-
4762,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,356+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 0+ACI-
4763,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,359+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46918/+AF0-, count 1+ACI-
4764,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,395+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46918/+AF0-, count 0+ACI-
4765,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,539+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46918/+AF0-, count 0+ACI-
4766,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,540+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46918/+AF0-, count 0+ACI-
4767,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,550+ACI-,topic+AFs-/rosout+AF0-,+ACI-adding connection to +AFs-/rosout+AF0-, count 0+ACI-
4768,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,562+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
4769,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,562+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
4770,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,563+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
4771,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,576+ACI-,topic+AFs-/robot/state+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:36877/+AF0-, count 0+ACI-
4772,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,592+ACI-,Robot,Enabled
4773,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,744+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,+ACI-adding connection to +AFs-/end+AF8-effector+AF8-io+AF0-, count 0+ACI-
4774,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:11:46,842+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,+ACI-adding connection to +AFs-/realtime+AF8-loop+AF0-, count 0+ACI-
4775,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:48,934+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Started Executing Gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg-+ACI-
4776,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:11:51,041+ACI-,Command,+ACI-Server log: (+AFs-GripperServiceServer+AF0-):  Successfully executed gripper gripper+AF8-cmd: +ACIAIg-Open+ACIAIg- command+ACI-
4777,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:12:06,066+ACI-,Command,+ACI-Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Started Executing guarded move to joint position, timeout +AD0- 5.0+ACI-
4778,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:12:11,073+ACI-,Command,Server log: (+AFs-GuardedMoveToJointPositionServer+AF0-):  Successfully executed guarded move to joint position
4779,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:12:11,087+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Querying desired pose in base frame of sawyer
4780,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:11,116+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:46803/+AF0-, count 0+ACI-
4781,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:11,118+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://192.168.50.94:46803/+AF0-, count 0+ACI-
4782,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:11,119+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:56483/+AF0-, count 1+ACI-
4783,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:11,121+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46060/+AF0-, count 1+ACI-
4784,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:11,122+ACI-,topic+AFs-/tf+AF8-static+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:46949/+AF0-, count 1+ACI-
4785,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:11,122+ACI-,topic+AFs-/tf+AF0-,+ACI-adding connection to +AFs-http://021708CP00107.local:42565/+AF0-, count 2+ACI-
4786,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:12:16,118+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4787,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:12:17,124+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4788,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:12:18,130+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4789,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:12:19,135+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4790,rosout,INFO,+ACI-2023+AC0-12+AC0-11 17:12:20,142+ACI-,Command,Server log: (+AFs-ServoToPoseServiceServer+AF0-):  Failed to fetch the transform between desired position and base.
4791,rosout,ERROR,+ACI-2023+AC0-12+AC0-11 17:12:21,148+ACI-,Error,processing request: local variable 'trans' referenced before assignment
4792,rospy.core,INFO,+ACI-2023+AC0-12+AC0-11 17:12:21,992+ACI-,signal+AF8-shutdown,+AFs-signal+AC0-2+AF0-
4793,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,006+ACI-,topic+AFs-/rosout+AF0-,removing connection to /rosout
4794,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,006+ACI-,topic+AFs-/robot/limb/right/set+AF8-speed+AF8-ratio+AF0-,removing connection to /realtime+AF8-loop
4795,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,008+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF0-,removing connection to /realtime+AF8-loop
4796,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,009+ACI-,topic+AFs-/robot/limb/right/joint+AF8-command+AF8-timeout+AF0-,removing connection to /realtime+AF8-loop
4797,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,009+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/command+AF0-,removing connection to /end+AF8-effector+AF8-io
4798,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,009+ACI-,topic+AFs-/robot/set+AF8-super+AF8-enable+AF0-,removing connection to /realtime+AF8-loop
4799,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,010+ACI-,topic+AFs-/robot/limb/right/endpoint+AF8-state+AF0-,removing connection to http://021708CP00107.local:36877/
4800,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,010+ACI-,topic+AFs-/robot/limb/right/tip+AF8-states+AF0-,removing connection to http://021708CP00107.local:36877/
4801,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,011+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,removing connection to http://021708CP00107.local:36877/
4802,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,011+ACI-,topic+AFs-/robot/limb/right/collision+AF8-detection+AF8-state+AF0-,removing connection to http://021708CP00107.local:36877/
4803,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,011+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:36877/
4804,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,012+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:36877/
4805,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,012+ACI-,topic+AFs-/robot/joint+AF8-states+AF0-,removing connection to http://021708CP00107.local:46918/
4806,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,012+ACI-,topic+AFs-/io/end+AF8-effector/config+AF0-,removing connection to http://021708CP00107.local:46918/
4807,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,012+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/config+AF0-,removing connection to http://021708CP00107.local:46918/
4808,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,013+ACI-,topic+AFs-/io/end+AF8-effector/right+AF8-gripper/state+AF0-,removing connection to http://021708CP00107.local:46918/
4809,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,013+ACI-,topic+AFs-/robot/state+AF0-,removing connection to http://021708CP00107.local:36877/
4810,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,014+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:46803/
4811,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,014+ACI-,topic+AFs-/tf+AF0-,removing connection to http://192.168.50.94:46803/
4812,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,014+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:56483/
4813,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,014+ACI-,topic+AFs-/tf+AF0-,removing connection to http://021708CP00107.local:42565/
4814,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,014+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://192.168.50.94:46803/
4815,rospy.internal,INFO,+ACI-2023+AC0-12+AC0-11 17:12:22,015+ACI-,topic+AFs-/tf+AF8-static+AF0-,removing connection to http://021708CP00107.local:46060/
